title,description,genres
GIRLS LIKE ROBOTS,"Break hearts. Eat pie. Fight aliens. Everybody wants to sit by their friends. Arrange for happiness.

Ridiculous seating arrangement puzzles, wrapped in an epic tale of love and danger, topped off with an authentic old-time stringband soundtrack!

Their faces are the playing pieces. The rules are their emotions. Put every one next to their friends.

Customize every face in the game with dozens of swappable parts.

Better yet: Use the Wii U GamePad's camera to capture the varied emotions of your friends and family (or enemies or those towards which you feel indifferent).

Did we mention competitive pass-and-play local multiplayer?! It's like playing chess but every piece is a picture of you sticking your tongue out.

But you can't please everybody all the time. Sometimes you gotta break hearts to save the day. And the day definitely needs saving: Volcanoes, exploding chickens, planetary invasion and a boy who just wants to dance with a girl.","Genre(s): Puzzle, General"
GRAVBLOCKS+,"Reinventing the Match-3 Puzzle Game. Puzzle challenges with gravity twists!

GravBlocks+ is a new and different take on the traditional match-three style puzzle game. Rather than building combos the old fashioned way, the gameplay is designed around strategic planning and changing gravity and earn Score Multipliers. However, it's not as easy as it sounds! The walls are filled with Destruction Hazards, and dropping blocks into those Hazards instantly resets the Score Multiplier. Using a Wild Block closes the Hazards making gravity changes safer, but players need to plan well for these moments!

This exclusive Wii U eShop game features:

-Five gameplay modes with animated backgrounds!
-Saving high scores for Challenge and Zen modes!
-80 Accomplishments, with nearly 20 unlockables!
-Insane alien abduction story with over 90 levels!
-150 challenging puzzles!
-Off-TV play, left or right-handed options, and color-blind friendly!","Genre(s): Puzzle, Matching"
GRAVITY BADGERS,"Step into the space suit of a valiant space badger as he ventures into the deadly depths of deep space to save his friends, family and the universe itself from the threat of the deadly Evil Honey Badgers aka the Hellsett. For the first time EVER a game unites the thrilling elements of Badgers and Gravity to create a stunningly presented physics based puzzle game that will take you beyond the realms of possibility, imagination and logic to the star dusted realm of the GRAVITY BADGERS!

Throw yourself into the unfeeling grasp of planets, dodge asteroids and fight unyielding and deadly bosses in over a hundred levels of vacuum filled adventure and danger, all united under a stunning art style reminiscent of all your favourite 80's cartoons complete with a thumping mullet rock sound track!","Genre(s): Puzzle, Action, General"
GRAVITY+,"Manipulate gravity to make your way through the puzzles! Share your own levels on Miiverse!

Gravity+ is a puzzle game suitable for all ages. You play a small robot on a space station and you have to find your way through a maze to the exit. You are able to manipulate gravity to make your way through traps and hazards. The game features over two dozen stages, various challenges, online high scores, stamps and Miiverse support.

Gravity+ also has a level editor you can download to make your own creations!","Genre(s): Action, Platformer, 2D"
GUAC' A MOLE,"In a swirly, goofy universe so far away it's unlikely to even exist... You are a doomed planet. Hideous avocado mutants are destroying you from the inside, and a persistent meteor rain is raging down on you.

To live a little longer and get a high score you must rotate! Then, instead of you, the meteors will hit the mutants when they crawl up from your insides.

While doing so, you could also look at the beautifully hand-drawn universe around you, and listen to the addictive retro-styled music. You know, if you get a spare moment between the meteor hits.

Have a blast!","Genre(s): Action, Platformer, 2D"
GUACAMELEE! SUPER TURBO CHAMPIONSHIP EDITION,"Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.","Genre(s): Action, Platformer, 2D, , Metroidvania"
GUITAR HERO LIVE,"FreeStyleGames have reinvented the legendary Guitar Hero franchise, with two innovative new gameplay modes and an all-new guitar controller.","Genre(s): Action, Rhythm, Music"
GUNMAN CLIVE HD COLLECTION,"In the year of 18XX, the west is overrun by thugs and outlaws. A group of bandits have kidnapped Mayor Johnsons daughter and are spreading havoc across the land. Gunman Clive must rescue the girl and bring order to the west, then finish the fight in Gunman Clive 2. His battle against the bandits takes him all around the world and beyond.","Genre(s): Miscellaneous, Compilation"
HELLO KITTY KRUISERS,"Race with Hello Kitty & her Sanrio friends over Land, Sea, & Air!

The World famous & incredibly popular Hello Kitty is back and starring in an all new, 3-D, racing game. Join Hello Kitty and her Sanrio friends as they race On Land, Through Air, and Over Water. Race by yourself or with up to 3 of your friends. Unlock new outfits and vehicles for Hello Kitty and her Sanrio Friends. Challenge your racing skills in the all new Adventure Mode!","Genre(s): Action, Driving, Racing, General, Arcade, Other, Kart"
HEPTRIX,"Like the famous falling blocks game but with seven blocks each piece.- Clear 7 lines to complete the level.- Swipe left/right to move.- Use the buttons to rotate or drop, or swipe up/down.- Each piece landed give 7 points. Each line cleared 70 points and increase exponentially by the numbers of simultaneous lines.","Genre(s): Puzzle, Stacking"
HIGH STRANGENESS,High Strangeness is a hybrid of 8 and 16 bit games - a 12 bit adventure. The inspiration of the game comes from many Action-Adventure and RPG games of yesteryear. The game's core ability is to switch between 8 and 16 bit worlds and the player uses their generational differences to solve puzzles and explore the universe. Throughout the game your pixel art perspective of the world will be infused with visions of watercolor illustrations that shed some light on your mysterious surroundings. The chiptune soundtrack by Dino Lionetti and Rich Vreeland backs up the aesthetic of the world and sets the mood for strange happenings.,"Genre(s): Action Adventure, Adventure, General, Open-World"
HIVE JUMP,"Jump together or die alone!

In the 24th century, humanity is at war with a hostile alien race. Outnumbered a million to one, mankind's only hope of survival is the J.U.M.P. Corps. You and your friends assume the role of JUMPERS, and blast your way through subterranean alien hives in chaotic run-and-gun 2D platforming action. Up to 4 Players band together (Local Multiplayer) to kill aliens, avoid traps, collect treasures and lost relics. Win the final battle against the hive queen to save the galaxy!

Action Platforming: Engage swarms of aliens in frenetic combat. Avoid traps, withstand ambushes, discover treasures, rescue survivors, and more.

Procedural Levels: Jump into procedurally generated alien hives. Level modifiers like dark levels keep you on your toes and offer constantly new challenges to overcome.

Upgradeable Sci-Fi Weapons: Pulverize aliens with pulse rifles, flamethrowers, and a variety of experimental bombs and weapons.

Co-op Multiplayer: Play single player, or 2-4 player local co-op.

Wii U Exclusive Features:

-Use amiibo to unlock special Relic Rooms which hold hidden treasures and special challenges you can only find on Wii U.
-View mini-map and other navigational systems via Wii U GamePad. The mini-map will reveal the contours of the level as well as the location of important areas and items to discover!","Genre(s): Action, Platformer, 2D"
